player_name,fidelity
John Isner,0.1737857719379008
Nick Kyrgios,0.1737857719379008
Reilly Opelka,0.17378577193784395
Hubert Hurkacz,0.17378577193784395
Matteo Berrettini,0.17378577193784395
Nicolas Jarry,0.17378577193784395
Novak Djokovic,-0.47374162667858855
Maxime Cressy,-0.47374162667861697
Ben Shelton,-0.47374162667861697
Stefanos Tsitsipas,-0.47374162667861697
Felix Auger-Aliassime,0.1737857719379008
Casper Ruud,-0.47374162667861697
Daniil Medvedev,-0.47374162667858855
Taylor Fritz,0.1737857719379008
Brandon Nakashima,-0.47374162667861697
Marin Cilic,0.1737857719379008
Arthur Rinderknech,0.17378577193784395
Thiago Monteiro,-0.47374162667858855
Alexander Zverev,-0.47374162667858855
Andrey Rublev,0.17378577193784395
Denis Shapovalov,-0.47374162667858855
Carlos Alcaraz,-0.47374162667861697
Pablo Carreno Busta,-0.47374162667861697
Rafael Nadal,-0.47374162667861697
Borna Coric,0.17378577193784395
Steve Johnson,0.17378577193784395
Lorenzo Sonego,-0.47374162667861697
Karen Khachanov,0.17378577193784395
Jack Draper,0.17378577193784395
Roberto Bautista Agut,-1.464571095922338
Grigor Dimitrov,-0.47374162667858855
Benjamin Bonzi,-0.47374162667858855
Holger Rune,-0.47374162667858855
Jannik Sinner,-0.47374162667858855
Jan-Lennard Struff,0.17378577193784395
Cameron Norrie,-0.47374162667858855
Frances Tiafoe,0.1737857719379008
Tallon Griekspoor,0.17378577193784395
Miomir Kecmanovic,-1.464571095922338
Alexander Bublik,-1.8865828964885196
Adrian Mannarino,-0.47374162667858855
Lorenzo Musetti,-3.7255714733024092
Sebastian Korda,
Andy Murray,-3.7255714733025798
Oscar Otte,0.17378577193784395
Laslo Djere,-3.7255714733024092
Daniel Evans,0.1737857719379008
Tommy Paul,0.1737857719379008
Emil Ruusuvuori,0.17378577193784395
Dominic Thiem,0.1737857719379008
Mackenzie McDonald,-0.47374162667861697
Ilya Ivashka,0.1737857719379008
Yoshihito Nishioka,0.17378577193784395
Filip Krajinovic,0.1737857719379008
Alex Molcan,0.17378577193784395
Botic van de Zandschulp,-0.47374162667858855
Marcos Giron,-0.47374162667858855
Sebastian Baez,0.1737857719379008
Marton Fucsovics,0.1737857719379008
Ugo Humbert,-0.47374162667861697
Richard Gasquet,0.1737857719379008
Jenson Brooksby,0.17378577193784395
Alex de Minaur,0.1737857719379008
Jiri Lehecka,-0.47374162667858855
J.J. Wolf,-0.47374162667861697
Alejandro Davidovich Fokina,0.17378577193784395
Dusan Lajovic,-0.47374162667858855
Albert Ramos-Vinolas,0.17378577193784395
Taro Daniel,-0.47374162667861697
Mikael Ymer,0.1737857719379008
Soonwoo Kwon,-0.47374162667861697
Joao Sousa,-0.4737416266786312
Jaume Munar,0.1737857719379008
Francisco Cerundolo,0.17378577193787237
Pedro Martinez,0.17378577193787237
Alejandro Tabilo,-0.47374162667858855
David Goffin,-0.47374162667860276
Aslan Karatsev,0.17378577193787237
Federico Delbonis,-0.47374162667860276
Tomas Martin Etcheverry,-0.47374162667860276
Federico Coria,-0.47374162667860276
Diego Schwartzman,0.17378577193787237
Fabio Fognini,-0.47374162667860276
Cristian Garin,-0.47374162667860276
Bernabe Zapata Miralles,-0.47374162667860276
Nikoloz Basilashvili,-0.47374162667860276
